Species	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;?;?	0	0	0	0	0	3	0	0	0	0	0	46	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	10	0	10	0	0	0	0	51	0	0	0	28	0	0	152	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	16	0	0	0	35	0	0	2	0	2	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus;Cryptococcus albidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	82	49	0	0	0	2	0	0	7	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus;Cryptococcus heveanensis	1	0	0	0	0	0	0	0	0	1	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	55	0	14	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	3	0	2	0
Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus;Cryptococcus terrestris	1	0	0	0	0	0	13	1	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	873	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	5	0	12	0	5	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;?;?;?	0	0	0	0	0	0	0	78	0	0	116	0	1	0	0	0	0	0	0	12	0	30	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	15	0	0	1	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	2	0	79	0	0	0	0	1	0	2	0	1	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Incertae sedis;?;?	11	0	0	0	0	14	1	0	90	0	113	21	0	0	0	0	0	9	7	0	154	0	582	0	1	0	0	0	3	40	21	0	16	0	30	2	0	0	0	0	1	14	0	0	61	0	112	0	0	0	0	0	1	0	0	0	7	0	0	0	3	0	0	0	3	0	11	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	5	0	0	0	8	0	0	7	0	14	0	2	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Incertae sedis;Bulleromyces;Bulleromyces albus	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Incertae sedis;Cryptococcus;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Incertae sedis;Cryptococcus;Cryptococcus aff taibaiensis IMUFRJ 51982	2	0	0	0	0	3	0	0	620	0	1354	0	0	0	0	0	1	15	23	0	56	0	34	0	1	0	0	0	2	7	27	0	2	0	52	0	1	0	0	0	0	54	45	1	0	0	120	0	0	0	0	0	6	0	18	0	2	78	0	2	16	0	0	0	0	0	5	0	0	18	1	0	1	0	0	0	0	0	1	1	0	252	0	0	0	33	0	0	1	0	0	0	1	69	0	5	0	19	0	3	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Incertae sedis;Cryptococcus;Cryptococcus curvatus	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Incertae sedis;Cryptococcus;Cryptococcus laurentii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Incertae sedis;Cryptococcus;Cryptococcus magnus	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Incertae sedis;Cryptococcus;Cryptococcus victoriae	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Incertae sedis;Kwoniella;Kwoniella mangrovensis	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	76	73	0	4	0	0	0	0	12	7	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	4	0	13	0	0	0	1	0	0	0	1	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Incertae sedis;Tremella;?	0	0	0	1	0	0	0	0	8	0	2	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	7	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Incertae sedis;Tremella;Tremella aff globispora IMUFRJ 52033	2	0	0	1	0	1	0	1	128	0	62	15	0	0	0	0	0	0	1	59	0	30	0	19	4	0	0	0	1	0	1	0	0	0	0	21	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	7	0	0	7	1	0	23	0	0	3	0	0	0	5	0	5	0	107	1	0	63	4	0	0	0	16	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	3	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Asterotremella;Asterotremella humicola	0	0	0	0	0	0	0	1	25	0	92	0	0	0	0	0	0	6	2	0	0	0	8	0	0	0	0	0	3	0	19	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	28	0	2	0	2	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Cryptotrichosporon;Cryptotrichosporon anacardii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	64	197	1	21	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	1	0
Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon;Trichosporon montevideense	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	5	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon;Trichosporon terricola	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon;Trichosporon vanderwaltii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Fungi;Basidiomycota;Tremellomycetes;unidentified;unidentified;unidentified;Tremellomycetes sp	0	0	0	6	3	15	37	27	1162	280	0	39	1	5	0	0	6	5	8	691	103	9	85	46	133	0	0	0	0	4	7	623	6	1	4	0	9	40	3	1	0	2	4	20	2165	23	130	530	89	0	0	1	3	1	17	861	463	1	15	0	29	0	0	0	8	5	95	40	725	1	1	32	0	2	0	0	7	185	712	3	8	7	1	0	0	0	0	0	11	1	3	10	3	0	2	16	0	97	0	23	0
Fungi;Basidiomycota;Ustilaginomycetes;?;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;?;?;?	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;?;?	0	0	0	0	1	11	0	0	0	0	0	0	1	0	0	0	3	9	61	0	3	0	0	0	2	0	0	0	3	0	8	0	1	0	0	8	1	0	0	0	0	3	14	0	0	0	8	0	4	0	0	0	12	0	2	0	0	0	1	1	8	0	0	0	1	5	33	0	0	0	0	0	3	0	0	0	3	0	0	4	0	15	0	0	0	0	0	0	1	0	0	4	0	8	0	1	0	0	0	1	0
Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;Ustilago sporoboli_indici	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	1	0	2	0	0	0
Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;unidentified;Ustilaginaceae sp	6	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0	0	0	0	0	0	56	0	10	0	0	0	0	0	5	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	1	0
Fungi;Basidiomycota;Wallemiomycetes;Geminibasidiales;?;?;?	0	0	0	0	0	0	31	1	2	23	0	0	0	0	0	0	21	0	33	23	0	7	0	3	3	0	0	0	13	0	15	11	16	0	0	2	5	0	0	0	33	0	2	35	0	0	0	0	30	0	0	3	3	0	22	173	2	0	8	0	0	0	0	0	0	32	141	35	2	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	13	0	0	0	1	8	0	28	0	0	0	2	0	1	0	0	0
Fungi;Basidiomycota;Wallemiomycetes;Geminibasidiales;Geminibasidiaceae;?;?	3	0	0	19	12	3	48	5	39	28	20	22	18	0	0	0	70	0	85	29	38	5	4	41	14	0	0	1	18	8	28	5	25	4	0	52	4	0	0	0	40	1	7	29	0	1	5	1	34	1	2	3	8	0	27	105	172	0	8	0	9	0	0	0	0	21	277	46	6838	4	0	15	3	0	0	0	2	2	0	36	171	15	3	0	11	0	0	0	8	6	1	37	163	10	0	36	0	4	0	8	0
Fungi;Basidiomycota;Wallemiomycetes;Geminibasidiales;Geminibasidiaceae;Geminibasidium;?	1	0	0	4	3	14	1462	64	114	998	55	20	5	0	0	5	682	5	798	846	69	221	7	111	114	10	1	1	462	12	548	244	1261	9	1	217	96	0	2	2	778	10	41	1280	2	2	23	0	1464	7	3	135	120	1	1015	4722	339	4	318	11	66	0	0	0	6	1463	5536	1557	892	5	1	39	41	0	2	0	35	73	3	948	36	18	1	0	370	0	0	0	42	287	21	803	32	25	5	110	0	225	0	69	0
Fungi;Basidiomycota;Wallemiomycetes;Geminibasidiales;Geminibasidiaceae;Geminibasidium;Geminibasidium sp	41	0	4	96	36	84	3204	345	1440	2288	995	269	47	0	0	13	3151	72	2752	1736	534	576	94	1461	727	18	0	5	1354	42	1695	480	1707	117	18	2436	224	0	8	0	1657	62	209	2499	6	30	223	8	2745	18	74	281	472	0	1552	7729	2841	10	967	120	268	0	2	0	71	1324	14611	4339	21546	126	3	460	347	0	2	0	258	156	9	2058	689	340	6	0	734	14	0	0	209	455	88	2229	807	284	9	471	0	1007	0	177	0
Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;Wallemia muriae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0
Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;Wallemia sebi	0	0	0	0	0	0	3	2	0	4	0	0	0	0	0	0	0	1	2	0	1	3	0	0	0	4	0	0	11	0	5	0	387	0	0	0	4	46	3	0	0	1	1	1	2340	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	14	1	0	1	0	1	0	0	0	0	158	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	23	0	4	0
Fungi;Basidiomycota;unidentified;unidentified;unidentified;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	388	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	296	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	8	0	0	0
Fungi;Basidiomycota;unidentified;unidentified;unidentified;unidentified;Basidiomycota sp	3	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	3	5	2	0	0	0	0	0	16	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	3	0	0	0
Fungi;Chytridiomycota;?;?;?;?;?	209	0	6	9	185	424	2200	764	481	207	2455	357	298	9	0	2	412	387	464	6061	2739	554	675	380	473	28	0	9	199	289	647	318	2547	139	39	701	760	8	0	1	233	289	801	1765	381	662	724	2	776	15	30	206	947	0	349	1346	1294	401	69	80	534	0	0	1	157	1336	821	174	1685	1072	5	628	219	0	0	0	223	22	515	971	204	1164	7	0	260	41	0	0	836	741	287	481	473	903	7	158	0	319	0	67	0
Fungi;Chytridiomycota;Chytridiomycetes;?;?;?;?	21	0	2	3	17	70	601	126	33	73	471	100	13	0	0	0	21	301	363	3224	537	63	189	25	99	0	0	3	26	34	714	17	31	47	35	89	172	0	1	0	86	58	147	233	87	83	187	0	95	2	5	43	138	0	127	937	296	65	34	38	48	0	0	0	26	493	447	117	125	440	1	39	24	0	0	0	28	3	3	193	18	234	3	0	57	13	0	0	158	206	59	90	3	91	1	54	0	81	0	7	0
Fungi;Chytridiomycota;Chytridiomycetes;Rhizophlyctidales;?;?;?	1	0	0	0	41	33	1	0	2443	2	0	10	1	1	0	0	7	0	0	1529	1	41	0	0	2	0	0	0	1	2	105	0	4	0	0	0	149	9	0	0	1	0	5	19	309	0	0	0	40	0	0	2	0	0	1	282	0	0	0	0	62	0	0	0	1	7	0	12	2	0	0	0	12	0	0	0	1	1	89	0	1	0	0	0	0	0	0	0	60	1	31	0	4	0	0	1	0	10	0	4	0
Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;?;?	0	0	0	0	0	1	0	0	0	17	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	13	0	27	0	0	0	0	0	1	0	0	0	10	0	12	0	3	0	2	0	0	0	0	0	0	24	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	90	0	0	0	0	0	1	0	2	0
Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces acuminatus	12	0	0	0	15	53	0	0	1	0	0	39	0	0	0	0	19	4	1	0	66	0	0	0	193	0	0	0	0	499	0	0	0	0	0	0	17	0	0	1	0	1	0	0	0	0	0	0	9	0	0	0	11	0	3	0	23	9	2	0	0	0	0	0	17	0	16	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	41	0	0	0	0	8	0	1	0	9	0	0	0
Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces punctatus	1	0	0	0	3	13	0	64	0	0	0	0	2	0	0	0	7	7	0	2	0	0	41	0	2	0	0	0	0	5	3	0	3	0	0	441	5	0	0	0	0	12	0	2	0	0	0	0	11	0	16	1	16	0	0	0	87	5	0	0	4	0	0	0	0	0	2	1	0	95	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	8	0	3	0	5	0	0	0
Fungi;Chytridiomycota;Monoblepharidomycetes;?;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Chytridiomycota;unidentified;unidentified;unidentified;unidentified;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	58	0	0	0	0	0	42	3	0	163	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	2	0	0	1	0	13	0	0	0	0	0	0	0	0	43	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	36	0	0	0	6	0	1	0
Fungi;Glomeromycota;?;?;?;?;?	423	0	0	2	67	1436	12	623	264	2	0	0	47	0	0	0	1514	86	2	1	1	8	0	1	447	0	0	2	109	346	479	1	17	0	3	2	189	0	3	0	34	267	2615	1497	5	0	1	0	1556	19	3	147	58	0	69	232	1048	0	11	0	572	0	0	0	226	3	147	71	13	3	31	1	95	0	0	0	171	150	78	31	4	4	0	0	590	0	0	0	140	238	0	6	5	0	1	9	0	98	0	19	0
Fungi;Glomeromycota;Glomeromycetes;?;?;?;?	311	0	0	0	18	275	64	194	1	2	0	0	36	0	0	0	716	8	3	3	2	2	0	0	697	0	1	0	50	13	1362	397	20	0	4	22	67	0	0	0	2	493	2425	774	1	0	2	0	1234	4	0	101	24	0	444	711	0	0	13	0	844	0	0	0	402	1	136	42	5	0	3	0	44	0	0	0	48	1	3	0	6	0	0	0	218	0	0	0	98	5	1	3	19	0	1	2	0	79	0	15	0
Fungi;Glomeromycota;Glomeromycetes;Diversisporales;Acaulosporaceae;Acaulospora;?	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Glomeromycota;Glomeromycetes;Diversisporales;Gigasporaceae;Gigaspora;Gigaspora margarita	0	0	0	0	1	0	35	0	0	0	0	0	1	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Fungi;Glomeromycota;Glomeromycetes;Glomerales;?;?;?	15	0	0	0	10	2355	0	341	2	0	0	0	14	0	0	0	448	22	0	0	0	7	0	0	3	0	0	0	70	6	112	1	2	0	0	2	943	0	0	0	0	130	1200	842	5	0	0	0	153	0	1	85	181	0	43	258	713	0	12	0	147	0	0	0	13	1	211	35	3	0	32	0	11	0	0	1	147	0	4	1	0	7	0	0	92	0	0	0	418	0	0	2	2	0	0	3	0	41	0	8	0
Fungi;Glomeromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;?	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Glomeromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;Claroideoglomus etunicatum	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;?;?	1	0	0	0	4	5	3	597	0	0	0	0	0	0	0	0	29	10	0	0	0	0	0	0	2	0	0	2	88	1	22	0	0	0	0	0	3	0	0	0	1	11	996	0	0	0	1	0	559	5	2	0	12	0	692	0	573	0	5	0	34	0	0	0	5	0	100	46	2	0	0	0	30	0	0	0	0	1	0	1	0	0	0	0	89	0	0	0	4	0	0	0	0	0	0	0	0	24	0	4	0
Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;?	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	4	2	0	0	2	0	1	0	0	0	0	0	4	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
