Genus	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma	4	0	1	0	3	6	3	9	4	5	14	2	3	0	0	0	5	1	5	8	11	2	4	2	2	1314	0	0	1	6	8	11	197509	8	7	8	16	18	0	0	4	9	2	154	855	3	16	2	14	1	1	10	4	0	5	17	15	12	6	169	3	0	0	0	2	4	77	4	8	5	0	9	6	0	0	0	4	15	4	11	6	12	4	0	2	0	0	0	6	6	2	13	4	8	3	246	0	919	0	160	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Incertae sedis;Candida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Incertae sedis;Debaryomyces	0	0	0	0	36	2	61	1	0	3	0	0	0	0	0	0	4	1	1	23	6	4	0	0	40	11	0	0	0	0	1	0	1639	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	450	0	0	6	2	0	0	0	1	0	1	13	1	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	1	23	0	0	1426	0	0	0	0	19	0	3	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;?	0	0	0	0	0	0	0	114	0	0	0	118	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Blastobotrys	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;unidentified;unidentified	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;?;?;?	918	0	26	2	337	1869	1951	4408	977	2028	2619	512	362	5	0	0	2093	2394	7057	335	2860	348	6450	433	1894	14	2	14	4398	1955	40894	848	1461	408	636	1924	8388	61	3	14	459	1528	43954	4481	3732	426	8376	5	1822	40	74	476	6024	0	35843	3712	4512	1088	926	3673	10478	0	1	6	4387	268	15828	740	109	2074	38	1908	696	0	29	0	590	250	567	661	359	6753	4	0	1452	51	0	0	1193	392	222	2915	1617	5288	4	300	0	1541	0	382	0
Fungi;Ascomycota;Sordariomycetes;Boliniales;Boliniaceae;?	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Calosphaeriales;Calosphaeriaceae;Jattaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Calosphaeriales;Pleurostomataceae;unidentified	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	5	1	0	0	0	0	0	53	0	0	52	0	25	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	20	4	0	0	0	3	0	1	1	0	0	0	1100	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	10	0	9	0	0	0	3	0	3	0	0	0
Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Thozetella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;?	15	0	1	0	3	23	0	0	0	2	124	0	0	0	0	0	0	5	2	1	1	0	273	11	3	0	0	0	18	66	0	0	5	0	0	110	2	0	0	0	1	10	0	0	1	13	0	2	0	0	3	0	5	0	0	0	0	2219	0	0	2	0	0	6	2	0	1	4	0	506	1	0	1	0	0	0	7	0	0	1	1	131	0	0	10	2	0	0	7	0	0	0	0	28	0	6	0	11	0	8	0
Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Lecythophora	13	0	0	2	0	14	0	0	0	0	0	0	2	0	0	0	1	3	1	0	0	0	2	2	1	0	0	1	0	1	1354	0	0	0	0	69	1	0	0	0	1	0	29	0	0	0	0	0	2	0	1	0	114	0	3	0	23	36	0	0	0	0	0	0	2	0	0	2	138	5	0	0	0	0	0	0	1	0	0	0	0	35	0	0	0	0	0	0	8	5	0	0	0	1	0	3	0	4	0	2	0
Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Incertae sedis;?	0	0	0	0	0	13	0	1	18	0	0	0	0	0	0	0	0	0	0	0	95	0	3	0	0	0	0	0	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	4	0	0	0	37	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	2	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Incertae sedis;Wallrothiella	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	1	0	1	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;?;?	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	21	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	0	7	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	2	0	0	0	48	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;Phomopsis	3	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Gnomoniaceae;Gnomonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Incertae sedis;Valsaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Schizoparmaceae;Coniella	2	0	0	0	2	11	0	0	24	0	0	0	4	0	0	0	0	11	6	0	60	0	132	0	7	0	0	0	0	6	20	0	17	0	0	5	8	0	0	0	7	12	8	0	0	0	31	0	1	0	0	0	12	0	0	0	0	23	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	44	0	0	0	0	26	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Schizoparmaceae;Pilidiella	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	54	2	15	0	1	0	0	0	5	0	18	0	32	0	13	1	0	0	0	0	2	2	6	0	1	1	245	0	0	0	0	0	11	0	0	0	27	29	0	0	1	0	0	1	4	0	5	0	63	0	0	0	0	0	0	0	9	0	0	0	3	65	0	0	0	0	0	0	34	0	0	0	0	3	0	2	0	4	0	1	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Togniniaceae;?	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	2	0	95	0	0	88	0	0	0	0	0	1	0	0	0	0	1	100	5	0	0	0	7	0	0	17	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	58	2	0	0	0	33	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	5	0	2	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Togniniaceae;Phaeoacremonium	20	0	0	0	90	0	4	0	0	0	12	109	0	0	0	0	7	6	18	0	5	0	13	433	7	0	0	0	1	4	2	0	0	33	1	0	29	3	0	0	0	2	0	0	163	1	0	0	3	0	0	0	5	0	4	1	7	0	3	43	6	0	0	0	76	0	23	0	0	0	0	48	0	0	0	0	1	0	0	1	2	2	1	0	1	1	0	0	4	17	0	93	3085	1	0	28	0	34	0	12	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Togniniaceae;Togninia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	14	0	1	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;unidentified;unidentified	5	0	12	0	4	8	2	5	734	0	274	7	1	1	0	0	4	73	309	2	1	12	2241	0	1	0	0	0	3290	86	4595	1	6	0	119	3	2	0	0	1	84	44	1093	4	7	1	3586	1	6	0	0	0	0	0	902	18	15	0	277	1	24	0	0	0	68	0	4156	63	4	0	0	1	10	0	2	0	12	1	16	2	1	3011	1	0	13	10	0	0	5	18	1	26	2	926	0	23	0	183	0	49	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;?;?	3	0	0	0	26	8	136	85	4	23	6	26	0	20	0	0	10	42	29	32	35	33	214	11	9	0	0	0	35	26	363	169	2	4	15	35	6	4	0	0	25	9	572	136	309	10	130	0	70	1	2	27	23	0	475	11	7	24	12	0	21	0	0	0	12	13	160	7	3	29	1	0	26	0	0	0	19	0	531	66	11	101	1	0	29	3	0	0	10	49	31	22	0	29535	1	69	0	126	0	50	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;?	1	0	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Bionectria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	155	1	0	0	14	0	0	0	0	0	0	0	84	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys	6	0	2	0	6	75	0	1	0	0	43	45	8	2	0	0	13	22	24	5	1	72	84	1	96	0	0	0	4	7	78	129	2	66	0	176	27	0	0	0	1	14	1	74	1	39	11	0	72	0	6	10	86	0	13	1	0	87	0	9	5	0	0	0	13	2	14	5	0	33	2	91	20	0	0	0	5	0	114	151	6	27	0	0	13	2	0	0	93	16	27	16	11	356	0	4	0	9	0	3	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;unidentified	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Epichloë	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium	569	0	24	0	1	27	4	66	27	5	14046	590	5	0	0	0	14	1998	65	20	323	16	422	85	9	1	0	0	165	33	89	331	68	10	10	125	7	9	0	0	8	50	98	46	524	7	723	1	74	4	5	6	52	0	36	6	2021	89	5	0	3	0	0	0	112	2	71	9	4	68	0	12	2	0	0	0	34	0	9	4	5	7517	3	0	6	255	0	0	14	4	7	11	18	67	2	113	0	233	0	79	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Pochonia	3	0	0	0	152	34	118	0	158	0	66	0	1	0	0	0	3	2	12	0	1	0	21	0	0	0	0	0	0	4	5	0	4	0	3	0	25	0	2	0	1	0	72	0	0	0	42	0	0	0	0	0	130	0	27	0	16	0	0	0	171	0	0	0	1	0	3	10	0	0	0	0	2	0	0	0	0	82	1	0	0	54	0	0	0	0	0	0	1	0	0	0	0	37	0	0	0	4	0	2	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;?	10	0	0	0	4	8	233	0	9	10	2	1	0	0	0	0	10	13	1	13	7	0	292	0	0	0	0	0	50	11	43	0	0	0	9	40	9	0	0	0	17	21	5	142	1	0	197	0	305	0	2	8	103	0	18	82	14	0	12	10	10	0	0	0	17	113	295	45	1	297	0	0	4	0	0	0	51	70	1	33	0	8	0	0	11	0	0	0	9	126	0	68	0	18	0	4	0	37	0	5	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	5	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Lecanicillium	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	13	20	0	0	0	0	0	1	0	0	0	4	0	23	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	1	0	0	0	8	0	35	0	0	0	3	4	1	0	0	0	4	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Simplicillium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;?	5	0	1	0	0	109	40	6	16	11	66	32	4	0	0	0	7	38	16	5	79	51	506	79	9	0	0	1	5	18	55	462	5	1	9	216	24	0	0	0	25	8	17	275	1	8	121	0	3	0	5	30	45	0	193	11	28	46	2	132	1	0	0	0	35	6	46	2	1	93	2	10	4	0	0	0	41	1	3	74	5	189	0	0	5	0	0	0	72	6	1	36	1	367	1	11	0	100	0	13	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Hypocrea	0	0	0	0	0	1	12	5	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	13	1	0	0	58	2	0	0	0	1	1	0	9	0	0	0	0	1	0	0	3	4	0	1	2	2	0	1	1	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	4	0	4	0	2	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Sepedonium	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	6	0	32	0	138	2	4	0	0	1	15	6	14	0	0	0	23	0	6	0	0	0	1	4	0	0	0	0	6	0	0	1	0	0	16	0	2	61	0	0	0	0	5	0	0	0	1	0	3	0	0	10	0	0	0	0	0	0	4	0	0	0	1	1	0	0	2	0	0	0	35	1	0	0	0	14	0	0	0	2	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	25	0	0	0	4	11	157	638	14	22	37	0	20	0	0	0	14	20	9	6	232	10	113	26	6	0	0	0	30	18	87	1	26	1	9	742	21	5	0	0	15	23	3	82	263	21	41	0	59	1	21	5	28	0	63	21	233	24	0	700	12	0	0	0	66	68	9	1	75	0	0	34	27	0	0	0	9	0	4	28	256	62	0	0	10	1	0	0	11	222	2	43	108	162	0	20	0	23	0	11	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Incertae sedis;?	4	0	0	0	3	10	61	0	1	0	0	0	0	0	0	0	0	0	99	0	3	3	0	0	38	0	0	1	6	1	4	11	0	0	0	4	2	0	0	0	3	0	2	21	0	19	0	0	29	0	0	5	2	0	0	7	0	27	4	0	0	0	0	0	0	4	65	2	0	26	0	15	4	0	0	0	4	0	1	17	0	15	0	0	8	0	0	0	8	16	0	1	0	13	0	7	0	6	0	1	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Incertae sedis;Acremonium	0	0	0	0	0	2	0	88	0	0	0	0	1	0	0	0	0	8	363	0	0	0	12	0	1	0	0	0	3	0	101	0	0	11	9	13	0	0	0	0	2	26	226	1	0	0	0	0	29	0	0	0	5	0	53	0	16	0	3	11	0	0	0	0	0	0	22	3	0	0	0	0	2	0	0	0	13	0	0	0	0	29	0	0	0	0	0	0	3	0	1	1	8	44	0	0	0	11	0	5	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Incertae sedis;Myrothecium	40	0	1	1	39	179	175	303	1	9	96	99	36	1	0	0	26	43	153	17	66	176	135	7	44	8	0	0	33	138	226	73	740	137	23	684	79	1	2	0	10	82	7	239	344	129	82	0	54	4	24	33	241	0	54	88	100	1729	16	194	119	0	0	2	133	43	278	32	2	36	3	33	97	0	0	0	141	195	201	160	73	85	0	0	168	2	0	0	133	308	13	87	54	298	0	24	0	53	0	13	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Incertae sedis;Sarocladium	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Incertae sedis;Stachybotrys	56	0	0	0	29	285	220	107	177	24	300	65	19	0	0	0	140	125	54	46	70	384	253	33	75	0	0	1	40	90	480	10	25	114	15	593	117	3	0	0	13	161	42	326	54	34	277	1	45	1	14	46	185	0	137	22	910	559	7	86	202	0	0	2	58	40	91	23	2	437	3	114	50	0	0	0	44	0	4	218	72	442	0	0	75	1	0	0	198	55	39	92	72	208	0	14	0	106	0	17	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Incertae sedis;Stilbella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Incertae sedis;unidentified	5	0	0	0	5	5	55	0	70	26	1387	91	2	0	0	0	4	78	287	1	1	31	150	29	2	0	0	0	36	6	228	8	3	1	29	217	8	0	0	0	4	14	274	86	0	12	158	0	12	0	13	14	113	0	122	136	103	97	6	9	7	0	0	0	8	6	62	31	1	46	0	9	3	0	0	0	15	0	3	9	10	142	0	0	4	20	0	0	14	26	1	10	28	81	0	17	0	39	0	7	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;?	842	1	12	18	1388	2057	1065	2502	6225	140	2118	9410	424	1	0	2	997	1960	13796	1197	6886	1443	2186	7488	2052	40	1	60	2224	2134	4904	4330	4059	5458	254	5979	1213	26	23	6	566	1514	1339	7809	1204	1640	4816	5	2900	52	223	958	1464	3	1515	13923	4016	10058	285	4645	4115	0	0	41	1254	4441	4918	1219	4770	6420	48	7839	1248	0	0	0	2314	537	529	1504	46745	2618	2	0	1434	38	1	0	4070	571	65	32711	3380	1835	6	1091	0	2102	0	621	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Calonectria	246	0	2	1	237	645	1312	260	4688	48	1133	1056	83	0	0	0	605	637	418	1131	2740	215	2670	264	533	8	1	55	651	704	1681	168	540	15	266	526	79	9	5	1	260	522	130	147	594	160	3723	0	248	11	18	18	899	4	1762	1796	1149	267	55	4	468	0	0	0	348	1748	1027	236	83	72	13	3	413	0	1	0	886	277	25	170	24	637	1	0	309	28	1	0	8214	2380	5	444	2	793	1	61	0	563	0	112	0
